term,gene
ko01110,R120039940
ko04010,R120154960
ko04013,R120154960
ko04014,R120154960
ko04015,R120154960
ko04024,R120154960
ko04062,R120154960
ko04071,R120154960
ko04145,R120154960
ko04151,R120154960
ko04310,R120154960
ko04360,R120154960
ko04361,R120154960
ko04370,R120154960
ko04380,R120154960
ko04510,R120154960
ko04520,R120154960
ko04530,R120154960
ko04613,R120154960
ko04620,R120154960
ko04650,R120154960
ko04662,R120154960
ko04664,R120154960
ko04666,R120154960
ko04670,R120154960
ko04722,R120154960
ko04810,R120154960
ko04932,R120154960
ko04933,R120154960
ko04972,R120154960
ko05014,R120154960
ko05020,R120154960
ko05022,R120154960
ko05100,R120154960
ko05120,R120154960
ko05130,R120154960
ko05131,R120154960
ko05132,R120154960
ko05135,R120154960
ko05163,R120154960
ko05167,R120154960
ko05169,R120154960
ko05170,R120154960
ko05200,R120154960
ko05203,R120154960
ko05205,R120154960
ko05210,R120154960
ko05211,R120154960
ko05212,R120154960
ko05231,R120154960
ko05416,R120154960
ko05418,R120154960
ko03410,R120164100
ko00020,R120167910
ko01100,R120167910
ko01110,R120167910
ko01120,R120167910
ko01200,R120167910
ko01210,R120167910
ko01230,R120167910
ko00020,R120214520
ko00190,R120214520
ko01100,R120214520
ko01110,R120214520
ko01120,R120214520
ko01200,R120214520
ko04714,R120214520
ko04932,R120214520
ko05010,R120214520
ko05012,R120214520
ko05014,R120214520
ko05016,R120214520
ko05020,R120214520
ko05022,R120214520
ko00073,R120045500
ko04146,R120045500
ko04212,R120045500
ko00240,R120073750
ko00983,R120073750
ko01100,R120073750
ko00190,R120091790
ko01100,R120091790
ko04714,R120091790
ko04723,R120091790
ko04932,R120091790
ko05010,R120091790
ko05012,R120091790
ko05014,R120091790
ko05016,R120091790
ko05020,R120091790
ko05022,R120091790
ko00240,R120001080
ko01100,R120001080
ko00500,R120106310
ko01100,R120106310
ko01110,R120106310
ko00910,R120116140
ko00460,R120302120
ko00500,R120302120
ko00940,R120302120
ko01100,R120302120
ko01110,R120302120
ko00230,R120185980
ko01100,R120185980
ko01110,R120185980
ko00562,R120237940
ko01100,R120237940
ko05014,R120237940
ko05022,R120237940
ko04970,R120057710
ko03010,R120096000
ko05171,R120096000
ko02020,R120133570
ko00010,R120190810
ko00230,R120190810
ko00620,R120190810
ko01100,R120190810
ko01110,R120190810
ko01120,R120190810
ko01200,R120190810
ko01230,R120190810
ko01240,R120190810
ko04922,R120190810
ko04930,R120190810
ko05165,R120190810
ko05203,R120190810
ko05230,R120190810
ko00940,R120361520
ko01100,R120361520
ko01110,R120361520
ko00480,R120031200
ko00980,R120031200
ko00982,R120031200
ko00983,R120031200
ko01100,R120031200
ko01524,R120031200
ko04212,R120031200
ko05200,R120031200
ko05204,R120031200
ko05225,R120031200
ko05418,R120031200
ko04139,R120219280
ko04919,R120219280
ko05016,R120219280
ko05169,R120219280
ko05202,R120219280
ko04011,R120207100
ko04392,R120207100
ko00230,R120265480
ko01100,R120265480
ko03010,R120345330
ko05171,R120345330
ko04142,R120044880
ko04612,R120044880
ko03010,R120043860
ko04626,R120256530
ko00270,R120301740
ko01100,R120301740
ko01110,R120301740
ko01230,R120301740
ko01240,R120301740
ko04141,R120103140
ko05165,R120103140
ko03018,R120139430
ko00601,R120299190
ko00603,R120299190
ko01100,R120299190
ko03015,R120274760
ko04071,R120274760
ko04151,R120274760
ko04152,R120274760
ko04261,R120274760
ko04728,R120274760
ko05165,R120274760
ko03022,R120212730
ko03420,R120212730
ko04110,R120212730
ko04141,R120028770
ko03015,R120180420
ko03040,R120372030
ko00130,R120086310
ko01100,R120086310
ko01110,R120086310
ko01240,R120086310
ko04613,R120059590
ko05034,R120059590
ko05203,R120059590
ko05322,R120059590
ko00040,R120341570
ko01100,R120341570
ko02020,R120341570
ko03410,R120369540
ko05202,R120265380
ko04075,R120227220
ko00460,R120334750
ko00500,R120334750
ko00940,R120334750
ko01100,R120334750
ko01110,R120334750
ko04068,R120061490
ko04140,R120061490
ko04150,R120061490
ko04151,R120061490
ko04152,R120061490
ko04211,R120061490
ko04213,R120061490
ko04361,R120061490
ko04371,R120061490
ko04530,R120061490
ko04710,R120061490
ko04714,R120061490
ko04910,R120061490
ko04920,R120061490
ko04921,R120061490
ko04922,R120061490
ko04931,R120061490
ko04932,R120061490
ko05410,R120061490
ko05418,R120061490
ko00040,R120068970
ko01100,R120068970
ko02020,R120068970
ko03010,R120064210
ko05171,R120064210
ko00062,R120284150
ko01100,R120284150
ko01110,R120284150
ko04626,R120284150
ko04024,R120250730
ko04066,R120250730
ko04068,R120250730
ko04110,R120250730
ko04310,R120250730
ko04330,R120250730
ko04350,R120250730
ko04520,R120250730
ko04630,R120250730
ko04720,R120250730
ko04916,R120250730
ko04919,R120250730
ko04922,R120250730
ko04935,R120250730
ko05016,R120250730
ko05152,R120250730
ko05161,R120250730
ko05164,R120250730
ko05165,R120250730
ko05166,R120250730
ko05167,R120250730
ko05200,R120250730
ko05203,R120250730
ko05206,R120250730
ko05211,R120250730
ko05215,R120250730
ko00190,R120259670
ko01100,R120259670
ko00030,R120143820
ko00230,R120143820
ko01100,R120143820
ko01110,R120143820
ko01120,R120143820
ko01200,R120143820
ko01230,R120143820
ko03013,R120146720
ko00190,R120056930
ko01100,R120056930
ko04714,R120056930
ko05010,R120056930
ko05012,R120056930
ko05014,R120056930
ko05016,R120056930
ko05020,R120056930
ko05022,R120056930
ko00010,R120355010
ko00260,R120355010
ko00680,R120355010
ko01100,R120355010
ko01110,R120355010
ko01120,R120355010
ko01200,R120355010
ko01230,R120355010
ko04922,R120355010
ko05230,R120355010
ko00061,R120195330
ko01040,R120195330
ko01100,R120195330
ko01212,R120195330
ko04141,R120274390
ko04016,R120204420
ko04075,R120204420
ko03018,R120219400
ko00966,R120073800
ko01110,R120073800
ko01210,R120073800
ko03050,R120087480
ko05010,R120087480
ko05012,R120087480
ko05014,R120087480
ko05016,R120087480
ko05017,R120087480
ko05020,R120087480
ko05022,R120087480
ko05169,R120087480
ko04110,R120131940
ko04111,R120131940
ko04113,R120131940
ko04114,R120131940
ko04120,R120131940
ko04914,R120131940
ko05166,R120131940
ko03008,R120308740
ko03010,R120335830
ko05171,R120335830
ko00909,R120073160
ko00910,R120355240
ko01100,R120355240
ko01120,R120355240
ko04146,R120115800
ko04213,R120115800
ko05014,R120115800
ko05016,R120115800
ko05020,R120115800
ko05022,R120115800
ko00062,R120045780
ko01100,R120045780
ko01110,R120045780
ko04626,R120045780
ko04218,R120231050
ko03015,R120069490
ko00510,R120068070
ko01100,R120068070
ko00520,R120277460
ko01100,R120277460
ko00260,R120370070
ko00630,R120370070
ko01100,R120370070
ko01110,R120370070
ko01120,R120370070
ko01200,R120370070
ko00941,R120193870
ko01100,R120193870
ko01110,R120193870
ko04712,R120193870
ko03010,R120218200
ko05171,R120218200
ko00270,R120130920
ko00280,R120130920
ko00290,R120130920
ko00770,R120130920
ko00966,R120130920
ko01100,R120130920
ko01110,R120130920
ko01210,R120130920
ko01230,R120130920
ko01240,R120130920
ko04141,R120237700
ko00052,R120241920
ko00500,R120241920
ko01100,R120241920
ko01110,R120241920
ko00564,R120014370
ko01110,R120014370
ko04011,R120014370
ko04075,R120189670
ko03010,R120316170
ko03020,R120246300
ko04623,R120246300
ko00290,R120231540
ko00650,R120231540
ko00660,R120231540
ko00770,R120231540
ko01100,R120231540
ko01110,R120231540
ko01210,R120231540
ko01230,R120231540
ko00270,R120195090
ko00330,R120195090
ko01100,R120195090
ko04075,R120206130
ko03040,R120256790
ko04330,R120256790
ko05169,R120256790
ko05203,R120256790
ko00053,R120047080
ko00480,R120047080
ko01100,R120047080
ko04141,R120155430
ko04145,R120155430
ko04612,R120155430
ko04918,R120155430
ko05166,R120155430
ko04013,R120082800
ko04015,R120082800
ko04810,R120082800
ko05014,R120082800
ko05131,R120082800
ko05132,R120082800
ko04136,R120336080
ko04138,R120336080
ko04140,R120336080
ko03013,R120177050
ko05014,R120177050
ko05200,R120177050
ko05216,R120177050
ko03040,R120211010
ko05014,R120211010
ko00196,R120023260
ko01100,R120023260
ko04310,R120013500
ko00195,R120138180
ko00940,R120073080
ko01100,R120073080
ko01110,R120073080
ko03050,R120027730
ko05010,R120027730
ko05012,R120027730
ko05014,R120027730
ko05016,R120027730
ko05017,R120027730
ko05020,R120027730
ko05022,R120027730
ko05169,R120027730
ko00906,R120340520
ko01100,R120340520
ko01110,R120340520
ko05130,R120006600
ko03015,R120312860
ko04022,R120312860
ko04024,R120312860
ko04113,R120312860
ko04114,R120312860
ko04218,R120312860
ko04261,R120312860
ko04270,R120312860
ko04390,R120312860
ko04510,R120312860
ko04611,R120312860
ko04720,R120312860
ko04728,R120312860
ko04750,R120312860
ko04810,R120312860
ko04910,R120312860
ko04921,R120312860
ko04931,R120312860
ko05031,R120312860
ko05034,R120312860
ko05168,R120312860
ko05205,R120312860
ko04141,R120372430
ko04145,R120372430
ko04612,R120372430
ko05142,R120372430
ko05163,R120372430
ko05166,R120372430
ko05168,R120372430
ko05169,R120372430
ko05170,R120372430
ko04120,R120249620
ko04141,R120249620
ko00400,R120343190
ko01100,R120343190
ko01110,R120343190
ko01230,R120343190
ko01040,R120298630
ko01100,R120298630
ko01212,R120298630
ko04626,R120304760
ko03010,R120125760
ko04115,R120187080
ko00062,R120274680
ko01100,R120274680
ko01110,R120274680
ko04626,R120274680
ko00785,R120043600
ko01100,R120043600
ko01240,R120043600
ko00220,R120310750
ko00330,R120310750
ko01100,R120310750
ko01110,R120310750
ko01230,R120310750
ko05146,R120310750
ko04120,R120285580
ko04141,R120285580
ko05012,R120285580
ko05022,R120285580
ko03013,R120371530
ko05014,R120371530
ko05164,R120371530
ko00260,R120022800
ko00261,R120022800
ko00270,R120022800
ko00300,R120022800
ko01100,R120022800
ko01110,R120022800
ko01120,R120022800
ko01210,R120022800
ko01230,R120022800
ko00240,R120099030
ko00410,R120099030
ko00770,R120099030
ko00983,R120099030
ko01100,R120099030
ko00230,R120365380
ko01100,R120365380
ko01120,R120365380
ko00053,R120096120
ko00520,R120096120
ko00541,R120096120
ko01100,R120096120
ko01240,R120096120
ko03010,R120006460
ko03040,R120152130
ko03030,R120359360
ko03410,R120359360
ko03420,R120359360
ko00750,R120245650
ko01100,R120245650
ko01240,R120245650
ko00510,R120151800
ko00513,R120151800
ko01100,R120151800
ko03013,R120299790
ko05014,R120299790
ko03018,R120165090
ko04621,R120181160
ko05012,R120181160
ko05132,R120181160
ko05418,R120181160
ko00590,R120232700
ko00790,R120232700
ko00980,R120232700
ko01100,R120232700
ko05204,R120232700
ko03040,R120250810
ko03010,R120243970
ko05171,R120243970
ko04075,R120077460
ko03018,R120133110
ko04111,R120221910
ko04113,R120221910
ko04075,R120371480
ko00460,R120335950
ko00500,R120335950
ko00940,R120335950
ko01100,R120335950
ko01110,R120335950
ko00195,R120354240
ko04613,R120348760
ko05034,R120348760
ko05203,R120348760
ko05322,R120348760
ko00190,R120231070
ko01100,R120231070
ko04714,R120231070
ko05010,R120231070
ko05012,R120231070
ko05014,R120231070
ko05016,R120231070
ko05020,R120231070
ko05022,R120231070
ko04120,R120245170
ko03008,R120036900
ko03040,R120036900
ko04141,R120036470
ko04360,R120081030
ko04666,R120081030
ko04810,R120081030
ko05133,R120081030
ko05170,R120081030
ko04075,R120107570
ko03013,R120116200
ko05134,R120116200
ko05140,R120116200
ko00510,R120277990
ko00513,R120277990
ko01100,R120277990
ko04141,R120277990
ko04110,R120036240
ko04111,R120036240
ko04113,R120036240
ko04114,R120036240
ko04120,R120036240
ko04914,R120036240
ko05166,R120036240
ko00195,R120289060
ko04142,R120276770
ko03010,R120165880
ko05171,R120165880
ko00550,R120019280
ko01100,R120019280
ko01502,R120019280
ko04112,R120019280
ko00062,R120060860
ko01100,R120060860
ko01110,R120060860
ko04626,R120060860
ko04144,R120041200
ko04075,R120034640
ko03010,R120232950
ko05171,R120232950
ko03040,R120052280
ko00966,R120391820
ko01110,R120391820
ko01210,R120391820
ko04140,R120031920
ko00906,R120060600
ko01100,R120060600
ko01110,R120060600
ko03010,R120086110
ko04626,R120102450
ko03030,R120006640
ko03430,R120006640
ko03440,R120006640
ko04721,R120147470
ko04723,R120147470
ko04727,R120147470
ko05032,R120147470
ko05033,R120147470
ko00480,R120285670
ko00980,R120285670
ko00982,R120285670
ko00983,R120285670
ko01100,R120285670
ko01524,R120285670
ko04212,R120285670
ko05200,R120285670
ko05204,R120285670
ko05225,R120285670
ko05418,R120285670
ko00280,R120267570
ko00640,R120267570
ko01100,R120267570
ko01110,R120267570
ko00220,R120209910
ko00250,R120209910
ko00270,R120209910
ko00330,R120209910
ko00350,R120209910
ko00360,R120209910
ko00400,R120209910
ko00710,R120209910
ko00950,R120209910
ko00960,R120209910
ko01100,R120209910
ko01110,R120209910
ko01120,R120209910
ko01200,R120209910
ko01210,R120209910
ko01230,R120209910
ko00520,R120194860
ko01100,R120194860
ko03010,R120171720
ko05171,R120171720
ko00920,R120333210
ko01100,R120333210
ko01120,R120333210
ko04910,R120139490
ko05132,R120139490
ko00400,R120271280
ko01100,R120271280
ko01110,R120271280
ko01230,R120271280
ko05166,R120215650
ko05203,R120215650
ko00998,R120276460
ko01100,R120276460
ko01110,R120276460
ko03410,R120052070
ko04140,R120363820
ko04142,R120363820
ko04210,R120363820
ko04612,R120363820
ko04621,R120363820
ko04924,R120363820
ko00130,R120252040
ko01100,R120252040
ko01110,R120252040
ko01240,R120252040
ko00195,R120328050
ko04626,R120051840
ko05145,R120051840
ko00905,R120130350
ko01100,R120130350
ko01110,R120130350
ko00040,R120285690
ko01100,R120285690
ko00940,R120120120
ko00941,R120120120
ko00945,R120120120
ko01100,R120120120
ko01110,R120120120
ko04075,R120114480
ko03018,R120359750
ko04141,R120013570
ko00230,R120324290
ko00250,R120324290
ko01100,R120324290
ko01110,R120324290
ko01240,R120324290
ko00520,R120044940
ko00561,R120044940
ko01100,R120044940
ko04110,R120025560
ko04350,R120025560
ko03320,R120322010
ko00270,R120208870
ko00450,R120208870
ko01100,R120208870
ko03410,R120284130
ko00590,R120174700
ko00790,R120174700
ko00980,R120174700
ko01100,R120174700
ko05204,R120174700
ko00592,R120017420
ko01110,R120017420
ko04626,R120135020
ko00780,R120330730
ko01100,R120330730
ko00510,R120391650
ko00513,R120391650
ko01100,R120391650
ko04120,R120010480
ko04142,R120134010
ko04612,R120134010
ko05166,R120332440
ko03010,R120091690
ko05171,R120091690
ko00195,R120138800
ko00073,R120260820
ko04075,R120026810
ko00061,R120050890
ko01040,R120050890
ko01100,R120050890
ko01212,R120050890
ko03022,R120259440
ko03420,R120259440
ko03040,R120220690
ko04016,R120218350
ko00240,R120356750
ko00250,R120356750
ko01100,R120356750
ko01240,R120356750
ko04142,R120075070
ko00562,R120122650
ko01100,R120122650
ko05014,R120122650
ko05022,R120122650
ko04110,R120380490
ko04350,R120380490
ko00190,R120029270
ko01100,R120029270
ko02020,R120029270
ko04260,R120029270
ko04714,R120029270
ko04932,R120029270
ko05010,R120029270
ko05012,R120029270
ko05014,R120029270
ko05016,R120029270
ko05020,R120029270
ko05022,R120029270
ko03010,R120003650
ko05171,R120003650
ko04139,R120327140
ko04214,R120327140
ko04217,R120327140
ko04621,R120327140
ko04668,R120327140
ko00073,R120218790
ko01110,R120218790
ko00130,R120047530
ko01100,R120047530
ko01110,R120047530
ko01240,R120047530
ko00220,R120048200
ko01100,R120048200
ko01110,R120048200
ko01210,R120048200
ko01230,R120048200
ko03013,R120087460
ko05014,R120087460
ko00511,R120060060
ko04142,R120060060
ko04626,R120184750
ko05145,R120184750
ko00061,R120194780
ko00620,R120194780
ko00640,R120194780
ko00720,R120194780
ko01100,R120194780
ko01110,R120194780
ko01120,R120194780
ko01200,R120194780
ko01212,R120194780
ko04330,R120339630
ko05010,R120339630
ko00750,R120347030
ko01100,R120347030
ko01240,R120347030
ko00520,R120108310
ko01100,R120108310
ko05164,R120032560
ko04626,R120027790
ko04013,R120141220
ko03040,R120299340
ko05014,R120299340
ko00561,R120314130
ko01100,R120314130
ko00340,R120220590
ko01100,R120220590
ko01110,R120220590
ko01230,R120220590
ko00740,R120065640
ko01100,R120065640
ko04142,R120065640
ko04380,R120065640
ko05323,R120065640
ko00230,R120066100
ko00240,R120066100
ko01100,R120066100
ko05169,R120066100
ko00562,R120204560
ko01100,R120204560
ko04011,R120204560
ko04070,R120204560
ko04072,R120204560
ko04139,R120204560
ko04144,R120204560
ko04510,R120204560
ko04666,R120204560
ko04810,R120204560
ko05135,R120204560
ko05231,R120204560
ko00511,R120311740
ko00600,R120311740
ko01100,R120311740
ko03010,R120006470
ko05171,R120006470
ko00196,R120286720
ko01100,R120286720
ko00290,R120258520
ko00660,R120258520
ko01100,R120258520
ko01110,R120258520
ko01210,R120258520
ko01230,R120258520
ko02010,R120216380
ko04976,R120216380
ko05206,R120216380
ko05226,R120216380
ko04113,R120208530
ko04075,R120074820
ko00900,R120338630
ko01100,R120338630
ko01110,R120338630
ko00460,R120013620
ko00500,R120013620
ko00940,R120013620
ko01100,R120013620
ko01110,R120013620
ko04111,R120132420
ko04068,R120190200
ko04140,R120190200
ko04150,R120190200
ko04151,R120190200
ko04152,R120190200
ko04211,R120190200
ko04213,R120190200
ko04361,R120190200
ko04371,R120190200
ko04530,R120190200
ko04710,R120190200
ko04714,R120190200
ko04910,R120190200
ko04920,R120190200
ko04921,R120190200
ko04922,R120190200
ko04931,R120190200
ko04932,R120190200
ko05410,R120190200
ko05418,R120190200
ko00400,R120282010
ko01100,R120282010
ko01110,R120282010
ko01230,R120282010
ko02024,R120282010
ko03013,R120285060
ko05418,R120285060
ko03050,R120112930
ko04144,R120064130
ko04110,R120001220
ko04111,R120001220
ko04113,R120001220
ko03013,R120377540
ko00260,R120355630
ko00630,R120355630
ko01100,R120355630
ko01110,R120355630
ko01120,R120355630
ko01200,R120355630
ko03013,R120019690
ko03015,R120019690
ko03040,R120019690
ko05014,R120019690
ko05168,R120019690
ko00830,R120054250
ko01100,R120054250
ko01240,R120054250
ko03040,R120157930
ko04016,R120380890
ko04075,R120380890
ko04626,R120380890
ko00562,R120111610
ko01100,R120111610
ko04020,R120111610
ko04070,R120111610
ko04919,R120111610
ko04933,R120111610
ko05131,R120111610
ko00910,R120359490
ko04150,R120077030
ko04152,R120077030
ko03040,R120219440
ko03015,R120296860
ko03010,R120138880
ko05171,R120138880
ko00260,R120271410
ko00400,R120271410
ko01100,R120271410
ko01110,R120271410
ko01230,R120271410
ko03013,R120262340
ko05014,R120262340
ko00564,R120200870
ko00565,R120200870
ko01100,R120200870
ko01110,R120200870
ko04014,R120200870
ko04024,R120200870
ko04071,R120200870
ko04072,R120200870
ko04144,R120200870
ko04666,R120200870
ko04724,R120200870
ko04912,R120200870
ko04928,R120200870
ko05200,R120200870
ko05212,R120200870
ko05231,R120200870
ko04110,R120108960
ko04111,R120108960
ko04114,R120108960
ko04120,R120108960
ko04141,R120108960
ko04310,R120108960
ko04341,R120108960
ko04350,R120108960
ko04710,R120108960
ko05131,R120108960
ko05132,R120108960
ko05170,R120108960
ko05200,R120108960
ko04136,R120097210
ko04138,R120097210
ko04140,R120097210
ko04211,R120097210
ko05010,R120097210
ko05014,R120097210
ko05016,R120097210
